Subject,Link,Faculty,Semester,Name,Ect
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Problemy cywilizacji zachodu,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Algebra z geometrią,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Analiza Matematyczna I,7
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Fizyka Inżynierska I,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Grafika Inżynierska,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Informatyka I,5
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Materiały I,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Mechanika I,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Ochrona Środowiska,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Wychowanie fizyczne I,0
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,HES1_2,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Podstawy Gospodarki Rynkowej,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Przedsiębiorczość w praktyce,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Analiza matematyczna II,5
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Elektrotechnika I,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Informatyka II,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Mechanika II,5
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Termodynamika I,5
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Wytrzymałość Konstrukcji I,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Zapis Konstrukcji – CAD I,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Wychowanie fizyczne II,0
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Drgania,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Metody matematyczne mechaniki I,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Podstawy metod komputerowych w obliczeniach inżynierskich,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Techniki wytwarzania I,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Termodynamika II M,1
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Wytrzymałość Konstrukcji II,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Zapis Konstrukcji – CAD II,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Analiza matematyczna III,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Mechanika Płynów I,5
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Podstawy automatyki i sterowania I,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Podstawy Konstrukcji Maszyn I,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Wychowanie fizyczne III,0
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Język obcy 12,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Mechanika Płynów II,1
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Mechanika Płynów III,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Metoda Elementów Skończonych I,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Metody Numeryczne,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Miernictwo i techniki eksperymentu,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Podstawy automatyki i sterowania II.,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Techniki wytwarzania II,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Wytrzymałość Konstrukcji III,1
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Zapis Konstrukcji – CAD III,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Zintegrowane Systemy CAD/CAM/CAE,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Elektronika I,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Podstawy Konstrukcji Maszyn II,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Przedmiot obieralny S5,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Podstawy Projektowania Jachtów Żaglowych,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Sieci komputerowe,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Język obcy 34,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Materiały Inżynierskie,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Metody Matematyczne Mechaniki II,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Niezawodność i Bezpieczeństwo,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Podstawy Konstrukcji Maszyn 3,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Podstawy Konstrukcji Maszyn 4,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Podstawy Konstrukcji Maszyn 5,1
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Technologia Maszyn,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Teoria Maszyn Cieplnych,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Wybrane zastosowania systemów CAD/CAM/CAE,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Wymiana Ciepła I,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 5,Kreatywny Semestr Projektowania,
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Przedmioty obieralne S6,7
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Aerodynamika I,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Aerodynamika Pojazdów,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Konstrukcja i Integracja Płatowca,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Zespoły Napędowe I,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Język obcy 56,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Informatyka III,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Metody Obliczeniowe Mechaniki Płynów,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Podstawy Konstrukcji Maszyn 6,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Teoria maszyn i mechanizmów I,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Praktyki Inżynierskie,4
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Fizyka I,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Praca przejściowa inżynierska,6
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 6,Kreatywny Semestr Projektowania,
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,Przedmioty obieralne S7,6
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,Mechanika Kompozytowych Materiałów i Konstrukcji.,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,Teoria Sprężystości,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,HES1_3,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,Podstawy prawne działalności przedsiębiorstwa,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,Prawo gospodarcze,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,Fizyka II,3
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,Metoda Elementów Skończonych II,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,Przygotowanie pracy dyplomowej inżynierskiej,15
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,Seminarium dyplomowe inżynierskie,2
Mechanika i Projektowanie Maszyn [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2021/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 7,Kreatywny Semestr Projektowania,
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Algebra z geometrią,4
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Analiza 1,7
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Fizyka inżynierska,4
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Grafika Inżynierska,3
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,HES1_1,2
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Informatyka I,4
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Materiały I,3
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 1,Mechanika I,3
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Analiza II,8
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Elektrotechnika,4
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Informatyka II,3
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Mechanika II,4
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Termodynamika I,4
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Wytrzymałość konstrukcji I,4
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 2,Zapis Konstrukcji – CAD I,3
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Drgania,3
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Elektronika I,4
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Mechanika płynów I,5
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Podstawy automatyki i sterowania I,4
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Podstawy konstrukcji maszyn I,3
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Podstawy metod komputerowych w obliczeniach inżynierskich,3
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Techniki wytwarzania I,2
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Termodynamika II,2
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Wytrzymałość konstrukcji II,2
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 3,Zapis Konstrukcji – CAD2,2
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,HES1_2,2
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Informatyka III,3
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Mechanika płynów II,3
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Metoda elementów skończonych,4
Mechanika i Projektowanie Maszyn [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2030/idWydzial/14/idStopien/1,Wydział Mechaniczny Energetyki i Lotnictwa,Semestr 4,Miernictwo i techniki eksperymentu,3
