Subject,Link,Faculty,Semester,Name,Ect
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Przedmioty do wyboru wspólne dla kierunku,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Komunikacja w działalności gospodarczej,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Negocjacje w biznesie,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Podstawy organizacji i zarządzanie,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Wprowadzenie do mikroekonomii,6
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Język obcy,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Język angielski,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Język niemiecki,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Przedmioty humanistyczno-społeczne do wyboru,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Podstawy socjologii,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Polska Myśl Demokratyczna,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Encyklopedia prawa,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Matematyka,5
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Ochrona własności intelektualnej,1
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Podstawy filozofii i metodologia nauk,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Technologia informacyjna,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Przysposobienie biblioteczne,0
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Zasady BHP i ochrona przeciwpożarowa,0
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Praktyka zawodowa,8
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Mikroekonomia,5
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Podstawy nauki o przedsiębiorstwie,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Język obcy,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Język angielski,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Język niemiecki,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Przedmioty humanistyczno-społeczne do wyboru,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Przedmioty humanistyczno-społeczne do wyboru,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Kryzys i zmiana społeczna w myśli europejskiej,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Logika,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Twórcze rozwiązywanie konfliktów,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Współczesna antropologia filozoficzna,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Matematyka w ekonomii,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Prawo cywilne,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Zarządzanie środowiskiem i ekologia,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Wychowanie fizyczne,0
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Analiza ekonomiczna,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Finanse publiczne,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Gospodarka regionalna i lokalna,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Podstawy makroekonomii,6
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Podstawy marketingu gospodarczego,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Rachunkowość,5
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Statystyka i badania rynku,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Język obcy,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Język angielski,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Język niemiecki,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Wychowanie fizyczne,0
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Praktyka zawodowa,8
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Przedmioty do wyboru wspólne dla kierunku,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Demografia,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Krajowy i unijny rynek pracy,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Ekonometria i jej zastosowania,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Metody oceny projektów gospodarczych,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Międzynarodowe stosunki gospodarcze,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Wychowanie fizyczne,0
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Przedmioty specjalnościowe do wyboru,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Strategiczna analiza otoczenia przedsiębiorstwa,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Teoria i praktyka przedsiębiorczości,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Analiza rynku i konsumenta,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Finanse przedsiębiorstw,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Przedsiębiorstwo na rynku kapitałowym,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Strategie przedsiębiorstw,1
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Przedmioty specjalnościowe do wyboru,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Etyka w finansach,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Społeczna odpowiedzilność biznesu,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Bankowa obsługa przedsiębiorstw,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Finanse przedsiębiorstw,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Rachunkowość finansowa,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Ubezpieczenia w gospodarce,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Biznesplan,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Ekonomia integracji europejskiej,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Polityka gospodarcza,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Polityka społeczna,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Przedmioty specjalnościowe do wyboru,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Ryzyko w działalności gospodarczej,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Systemy motywowania w przedsiębiorstwie,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Ekonomia menedżerska,4
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Innowacyjność w działalności przedsiębiorstwa,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Internacjonalizacja przedsiębiorstwa,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Seminarium dyplomowe,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Teoria i polityka płac,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Przedmioty specjalnościowe do wyboru,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Finanse samorządu terytorialnego,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Finanse UE,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Analiza finansowa,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Finanse grup kapitałowych,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Rachunek kosztów,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Rynek pieniężno-kapitałowy,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Seminarium dyplomowe,3
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 5,Kreatywny Semestr Projektowania,
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Praktyka zawodowa,16
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Przedmioty specjalnościowe do wyboru,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Formy ugrupowań integracyjnych,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Przedsiębiorstwo na rynku Unii Europejskiej,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Praca dyplomowa,10
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Seminarium dyplomowe,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Przedmioty specjalnościowe do wyboru,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Rachunkowość MSP,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Rachunkowość podatkowa,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Praca dyplomowa,10
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Seminarium dyplomowe,2
Ekonomia [lic] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2070/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 6,Kreatywny Semestr Projektowania,
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Komunikacja w działalności gospodarczej,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Negocjacje w biznesie,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Wprowadzenie do mikroekonomii,6
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Język obcy,4
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Język angielski,4
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Język niemiecki,4
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Przedmiot humanistyczno - społeczny do wyboru,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Podstawy socjologii,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Polska Myśl Demokratyczna,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Encyklopedia prawa,3
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Matematyka,5
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Ochrona własności intelektualnej,1
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Podstawy filozofii i metodologia nauk,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Podstawy organizacji i zarządzanie,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Przedmioty do wyboru wspólne dla kierunku,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Technologia informacyjna,3
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Zasady BHP i ochrona przeciwpożarowa,0
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 1,Przysposobienie biblioteczne (2h),0
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Praktyka zawodowa,8
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Mikroekonomia,6
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Język obcy,4
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Język angielski,4
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Język niemiecki,4
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Przedmiot humanistyczno - społeczny do wyboru,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Logika,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Współczesna antropologia filozoficzna,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Matematyka w ekonomii,5
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Prawo cywilne,3
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 2,Zarządzanie środowiskiem i ekologia,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Finanse publiczne,3
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Gospodarka regionalna i lokalna,3
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Podstawy makroekonomii,6
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Podstawy nauki o przedsiębiorstwie,3
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Rachunkowość,5
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Statystyka i badania rynku,4
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Język obcy,4
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Język angielski,4
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Język niemiecki,4
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Przedmioty humanistyczno-społeczne do wyboru,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Kryzys i zmiana społeczna w myśli europejskiej,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 3,Twórcze rozwiązywanie konfliktów,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Praktyka zawodowa,8
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Przedmioty do wyboru wspólne dla kierunku,2
Ekonomia [lic] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/2072/idWydzial/20/idStopien/3,College of Economics and Social Sciences,Semester 4,Demografia,2
