from_id,to_id,relation_type,weight
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Naprawa mechatronicznych systemów pojazdówFaculty of Automotive and Construction Machinery Engineering,Semester 5,1
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Podstawy napędów hydraulicznych i pneumatycznychFaculty of Automotive and Construction Machinery Engineering,Semester 5,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Podstawy projektowania systemów mechatronicznychFaculty of Automotive and Construction Machinery Engineering,Semester 5,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,PojazdyFaculty of Automotive and Construction Machinery Engineering,Semester 5,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Projektowanie podstaw konstrukcji maszyn IIFaculty of Automotive and Construction Machinery Engineering,Semester 5,2
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Silniki spalinoweFaculty of Automotive and Construction Machinery Engineering,Semester 5,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Wprowadzenie do przetwarzania obrazówFaculty of Automotive and Construction Machinery Engineering,Semester 5,1
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Wprowadzanie do robotykiFaculty of Automotive and Construction Machinery Engineering,Semester 5,1
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Język obcy 3Faculty of Automotive and Construction Machinery Engineering,Semester 5,4
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Kreatywny Semestr ProjektowaniaFaculty of Automotive and Construction Machinery Engineering,Semester 5,
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Automatyzacja Maszyn RoboczychFaculty of Automotive and Construction Machinery Engineering,Semester 6,4
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Dźwigi osoboweFaculty of Automotive and Construction Machinery Engineering,Semester 6,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Maszyny budowlaneFaculty of Automotive and Construction Machinery Engineering,Semester 6,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Mechatronika pojazdówFaculty of Automotive and Construction Machinery Engineering,Semester 6,4
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Pokładowa diagnostyka pojazdówFaculty of Automotive and Construction Machinery Engineering,Semester 6,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Układy napędowe pojazdówFaculty of Automotive and Construction Machinery Engineering,Semester 6,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Modele funkcjonalne maszyn roboczychFaculty of Automotive and Construction Machinery Engineering,Semester 6,2
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Modelowanie diagnostyczne systemów mechatronicznychFaculty of Automotive and Construction Machinery Engineering,Semester 6,1
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Podstawy diagnostykiFaculty of Automotive and Construction Machinery Engineering,Semester 6,2
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Podstawy MESFaculty of Automotive and Construction Machinery Engineering,Semester 6,2
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Praca przejściowaFaculty of Automotive and Construction Machinery Engineering,Semester 6,4
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Projektowanie systemów mechatronicznychFaculty of Automotive and Construction Machinery Engineering,Semester 6,2
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Przetwarzanie i analiza obrazówFaculty of Automotive and Construction Machinery Engineering,Semester 6,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Układy hydrauliczne i pneumatyczneFaculty of Automotive and Construction Machinery Engineering,Semester 6,2
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Diagnostyka układów mechatronicznychFaculty of Automotive and Construction Machinery Engineering,Semester 6,1
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Praktyka zawodowaFaculty of Automotive and Construction Machinery Engineering,Semester 6,4
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Fizyka IIIFaculty of Automotive and Construction Machinery Engineering,Semester 6,2
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Kreatywny Semestr ProjektowaniaFaculty of Automotive and Construction Machinery Engineering,Semester 6,
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Podstawy elektromechanicznych napędów hybrydowychFaculty of Automotive and Construction Machinery Engineering,Semester 7,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Podstawy modelowania i sterowania maszyn roboczychFaculty of Automotive and Construction Machinery Engineering,Semester 7,3
Mechatronika Pojazdów i Maszyn Roboczych [inż] [st]Faculty of Automotive and Construction Machinery Engineering,Systemy monitorowania maszyn roboczychFaculty of Automotive and Construction Machinery Engineering,Semester 7,2
